FishID,cohort,pattern
MLL-5F7B-1111,1111,99
MLL-5G-1111,1111,99
MLL-5G7F-1111,1111,99
MLL-6G7F-1111,1111,99
MLL-6P8V-1111,1111,99
MLL-7Y8R-1111,1111,2
MLL-1201-1112,1112,99
MLL-1202-1112,1112,99
MLL-1B6O-1112,1112,7
MLL-1B7O-1112,1112,6
MLL-1F4P-1112,1112,9
MLL-1F8F-1112,1112,99
MLL-1V7F-1112,1112,17
MLL-2F5P-1112,1112,24
MLL-2V7O-1112,1112,99
MLL-2V8F-1112,1112,14
MLL-3F7V-1112,1112,1
MLL-3Y7G-1112,1112,3
MLL-4B7P-1112,1112,11
MLL-4B8O-1112,1112,99
MLL-4F7V-1112,1112,7
MLL-4G8G-1112,1112,15
MLL-4P8W-1112,1112,29
MLL-4R8V-1112,1112,6
MLL-4V6P-1112,1112,6
MLL-5G7R-1112,1112,24
MLL-5G8R-1112,1112,99
MLL-5Y6R-1112,1112,5
MLL-6G8B-1112,1112,28
MLL-1F8B-1201,1201,99
MLL-1P2B-1201,1201,23
MLL-1W2O-1201,1201,17
MLL-2F5R-1201,1201,99
MLL-5K6R-1201,1201,99
MLL-5K6V-1201,1201,99
MLL-5K7O-1201,1201,5
MLL-5K7P-1201,1201,99
MLL-5K7V-1201,1201,99
MLL-5K8G-1201,1201,11
MLL-5K8V-1201,1201,99
MLL-5O6Y-1201,1201,12
MLL-5P6R-1201,1201,3
MLL-5P7O-1201,1201,99
MLL-5P8R-1201,1201,11
MLL-5R7Y-1201,1201,99
MLL-6B7W-1201,1201,3
MLL-6K7R-1201,1201,8
MLL-1B5R-1202,1202,17
MLL-1B7V-1202,1202,25
MLL-1G6B-1202,1202,5
MLL-1G8O-1202,1202,26
MLL-1G8P-1202,1202,24
MLL-1K5O-1202,1202,5
MLL-1K8B-1202,1202,7
MLL-1K8F-1202,1202,5
MLL-1K8K-1202,1202,99
MLL-1O2O-1202,1202,26
MLL-1P5Y-1202,1202,9
MLL-1P6G-1202,1202,17
MLL-1R8V-1202,1202,25
MLL-1V5P-1202,1202,99
MLL-1V7O-1202,1202,99
MLL-1W5O-1202,1202,9
MLL-1W6O-1202,1202,99
MLL-1Y6O-1202,1202,11
MLL-2B6K-1202,1202,5
MLL-2B6V-1202,1202,99
MLL-2F6G-1202,1202,5
MLL-2G5B-1202,1202,23
MLL-2K4W-1202,1202,12
MLL-2K5V-1202,1202,99
MLL-2K8R-1202,1202,21
MLL-2O5V-1202,1202,25
MLL-2O6K-1202,1202,3
MLL-2P5P-1202,1202,19
MLL-2P8B-1202,1202,26
MLL-2R5K-1202,1202,19
MLL-2R5V-1202,1202,2
MLL-2R6V-1202,1202,15
MLL-2R7K-1202,1202,3
MLL-2R8R-1202,1202,18
MLL-2V5Y-1202,1202,9
MLL-2W4G-1202,1202,4
MLL-2W6F-1202,1202,99
MLL-2Y7R-1202,1202,5
MLL-3F5V-1202,1202,5
MLL-3F8V-1202,1202,22
MLL-3G6K-1202,1202,4
MLL-3O6R-1202,1202,25
MLL-3P6R-1202,1202,99
MLL-3V8B-1202,1202,99
MLL-3W5P-1202,1202,7
MLL-3W7W-1202,1202,99
MLL-3Y8B-1202,1202,14
MLL-4B5W-1202,1202,19
MLL-4G7W-1202,1202,1
MLL-4G8W-1202,1202,99
MLL-4K5Y-1202,1202,99
MLL-4K6K-1202,1202,8
MLL-4P6K-1202,1202,2
MLL-4R5O-1202,1202,99
MLL-4W8G-1202,1202,26
MLL-4W8P-1202,1202,7
MLL-4W8W-1202,1202,7
MLL-5F8R-1202,1202,25
MLL-5K6Y-1202,1202,27
MLL-5O7G-1202,1202,11
MLL-5P6Y-1202,1202,23
MLL-5W6P-1202,1202,5
MLL-6B8B-1202,1202,6
MLL-6B8G-1202,1202,29
MLL-6F7F-1202,1202,20
MLL-6G8G-1202,1202,99
MLL-6G8R-1202,1202,12
MLL-6P8O-1202,1202,14
MLL-6R7G-1202,1202,15
MLL-6V7B-1202,1202,12
MLL-1B5Y-1203,1203,21
MLL-1B6P-1203,1203,28
MLL-1B7G-1203,1203,99
MLL-1G2V-1203,1203,12
MLL-1G5O-1203,1203,99
MLL-1G7G-1203,1203,23
MLL-1G7R-1203,1203,7
MLL-1G7W-1203,1203,99
MLL-1K5G-1203,1203,11
MLL-1K6B-1203,1203,99
MLL-1O7Y-1203,1203,99
MLL-1P7P-1203,1203,6
MLL-1R7V-1203,1203,20
MLL-1V2R-1203,1203,3
MLL-1Y2B-1203,1203,11
MLL-1Y2O-1203,1203,99
MLL-1Y2Y-1203,1203,23
MLL-1Y8P-1203,1203,99
MLL-1Y8R-1203,1203,99
MLL-1Y8Y-1203,1203,23
MLL-2G7Y-1203,1203,11
MLL-2K6V-1203,1203,99
MLL-2P5O-1203,1203,7
MLL-2P7O-1203,1203,25
MLL-2P8R-1203,1203,7
MLL-2R5G-1203,1203,25
MLL-2R6G-1203,1203,17
MLL-2V6G-1203,1203,18
MLL-2V8O-1203,1203,15
MLL-2W5V-1203,1203,19
MLL-2W8B-1203,1203,20
MLL-2Y6B-1203,1203,99
MLL-3B6G-1203,1203,99
MLL-3B8G-1203,1203,99
MLL-3F4O-1203,1203,17
MLL-3G5R-1203,1203,2
MLL-3G7W-1203,1203,8
MLL-3K6O-1203,1203,5
MLL-3K8B-1203,1203,99
MLL-3N4F-1203,1203,25
MLL-3P8O-1203,1203,99
MLL-3V6Y-1203,1203,23
MLL-3V7G-1203,1203,99
MLL-3W4V-1203,1203,99
MLL-3W4W-1203,1203,99
MLL-3W8G-1203,1203,5
MLL-3W8K-1203,1203,9
MLL-3Y6O-1203,1203,12
MLL-4B7Y-1203,1203,99
MLL-4P7G-1203,1203,19
MLL-4R8K-1203,1203,12
MLL-4R8P-1203,1203,21
MLL-5B6K-1203,1203,28
MLL-5B6O-1203,1203,5
MLL-5B7W-1203,1203,99
MLL-5G8G-1203,1203,25
MLL-5P6B-1203,1203,19
MLL-6O8G-1203,1203,13
MLL-6P7Y-1203,1203,12
MLL-7R8G-1203,1203,5
MLL-1B6V-1204,1204,26
MLL-1B8P-1204,1204,99
MLL-1F2N-1204,1204,19
MLL-1F2V-1204,1204,11
MLL-1F4V-1204,1204,99
MLL-1F6V-1204,1204,5
MLL-1G4F-1204,1204,4
MLL-1G5G-1204,1204,12
MLL-1G5K-1204,1204,14
MLL-1G7B-1204,1204,17
MLL-1K5P-1204,1204,5
MLL-1K7R-1204,1204,7
MLL-1K7V-1204,1204,3
MLL-1K8R-1204,1204,7
MLL-1N5F-1204,1204,99
MLL-1N8F-1204,1204,2
MLL-1O6F-1204,1204,5
MLL-1O7O-1204,1204,13
MLL-1O7V-1204,1204,99
MLL-1P8F-1204,1204,3
MLL-1P8W-1204,1204,6
MLL-1R5F-1204,1204,7
MLL-1R6Y-1204,1204,25
MLL-1V6R-1204,1204,14
MLL-1W2K-1204,1204,24
MLL-1W6G-1204,1204,19
MLL-1W8R-1204,1204,25
MLL-2B5P-1204,1204,99
MLL-2F3G-1204,1204,26
MLL-2F5V-1204,1204,99
MLL-2G6F-1204,1204,99
MLL-2G6G-1204,1204,99
MLL-2G7P-1204,1204,9
MLL-2G7R-1204,1204,24
MLL-2K5G-1204,1204,18
MLL-2K5K-1204,1204,5
MLL-2K5W-1204,1204,18
MLL-2O8G-1204,1204,3
MLL-2O8O-1204,1204,99
MLL-2P6W-1204,1204,6
MLL-2P8K-1204,1204,6
MLL-2R6R-1204,1204,1
MLL-2R8P-1204,1204,24
MLL-2V5R-1204,1204,3
MLL-2V6B-1204,1204,23
MLL-2V8G-1204,1204,26
MLL-2W4O-1204,1204,12
MLL-2W8V-1204,1204,27
MLL-3B6R-1204,1204,23
MLL-3K7O-1204,1204,5
MLL-3O6W-1204,1204,24
MLL-3O6Y-1204,1204,99
MLL-3P6G-1204,1204,12
MLL-3P7W-1204,1204,26
MLL-3P8Y-1204,1204,99
MLL-3R7P-1204,1204,9
MLL-3V5P-1204,1204,99
MLL-3V5W-1204,1204,12
MLL-3V6B-1204,1204,23
MLL-3W7B-1204,1204,1
MLL-3Y8Y-1204,1204,25
MLL-4B8F-1204,1204,12
MLL-4F7N-1204,1204,99
MLL-4G5G8B-1204,1204,3
MLL-4G8K-1204,1204,99
MLL-4G8R-1204,1204,99
MLL-4O5R-1204,1204,26
MLL-4O8P-1204,1204,5
MLL-4R5W-1204,1204,17
MLL-4V6K-1204,1204,25
MLL-4V6V-1204,1204,27
MLL-4V7O-1204,1204,5
MLL-4V7P-1204,1204,6
MLL-4W5B-1204,1204,28
MLL-4W8R-1204,1204,99
MLL-5B8G-1204,1204,17
MLL-5G8O-1204,1204,18
MLL-5G8V-1204,1204,19
MLL-5G8W-1204,1204,12
MLL-5K7W-1204,1204,12
MLL-5K8F-1204,1204,11
MLL-5O8B-1204,1204,12
MLL-5O8V-1204,1204,28
MLL-5P6V-1204,1204,8
MLL-5P7R-1204,1204,99
MLL-5P8P-1204,1204,23
MLL-5W6G-1204,1204,17
MLL-5Y6V-1204,1204,13
MLL-6G7O-1204,1204,99
MLL-6G7R-1204,1204,5
MLL-6K7W-1204,1204,12
MLL-6P7R-1204,1204,5
MLL-6P8W-1204,1204,23
MLL-7R8O-1204,1204,25
MLL-1B4F-1205,1205,31
MLL-1B6B-1205,1205,12
MLL-1B6F-1205,1205,5
MLL-1B7R-1205,1205,99
MLL-1B8R-1205,1205,99
MLL-1F2P-1205,1205,5
MLL-1F7B-1205,1205,99
MLL-1F7F-1205,1205,15
MLL-1F7O-1205,1205,1
MLL-1G2G-1205,1205,99
MLL-1G3F-1205,1205,99
MLL-1G5B-1205,1205,25
MLL-1G6R-1205,1205,5
MLL-1G7F-1205,1205,13
MLL-1G7P-1205,1205,6
MLL-1K3F-1205,1205,99
MLL-1K8G-1205,1205,11
MLL-1K8O-1205,1205,99
MLL-1O2W-1205,1205,18
MLL-1O4W-1205,1205,7
MLL-1O7B-1205,1205,23
MLL-1O7G-1205,1205,14
MLL-1O8R-1205,1205,26
MLL-1P2P-1205,1205,99
MLL-1P3F-1205,1205,99
MLL-1P3Y-1205,1205,2
MLL-1R3F-1205,1205,13
MLL-1R6F-1205,1205,19
MLL-1R8P-1205,1205,23
MLL-1R8Y-1205,1205,5
MLL-1V6O-1205,1205,5
MLL-1V7V-1205,1205,24
MLL-1V7Y-1205,1205,19
MLL-1W2P-1205,1205,26
MLL-1W5G-1205,1205,2
MLL-1W5W-1205,1205,1
MLL-1W7K-1205,1205,24
MLL-1Y2G-1205,1205,2
MLL-1Y3R-1205,1205,8
MLL-1Y6B-1205,1205,26
MLL-1Y7G-1205,1205,99
MLL-2B8G-1205,1205,99
MLL-2F4K-1205,1205,99
MLL-2F4N-1205,1205,8
MLL-2F4O-1205,1205,99
MLL-2F6V-1205,1205,17
MLL-2F8B-1205,1205,26
MLL-2F8O-1205,1205,99
MLL-2F8P-1205,1205,1
MLL-2F8R-1205,1205,1
MLL-2G8Y-1205,1205,99
MLL-2K3F-1205,1205,8
MLL-2K7V-1205,1205,99
MLL-2P3F-1205,1205,11
MLL-2P4W-1205,1205,11
MLL-2P5W-1205,1205,5
MLL-2V4W-1205,1205,99
MLL-2V6P-1205,1205,23
MLL-2V7F-1205,1205,99
MLL-2V7K-1205,1205,99
MLL-2V8R-1205,1205,99
MLL-2V8V-1205,1205,26
MLL-2Y6O-1205,1205,19
MLL-2Y8G-1205,1205,99
MLL-3B6K-1205,1205,15
MLL-3B6Y-1205,1205,99
MLL-3B7G-1205,1205,25
MLL-3B7P-1205,1205,19
MLL-3G7G-1205,1205,4
MLL-3K7K-1205,1205,99
MLL-3K7R-1205,1205,23
MLL-3K7V-1205,1205,21
MLL-3K7W-1205,1205,23
MLL-3N6F-1205,1205,3
MLL-3O7W-1205,1205,15
MLL-3P4F-1205,1205,99
MLL-3P8P-1205,1205,99
MLL-3P8V-1205,1205,99
MLL-3R8O-1205,1205,26
MLL-3V8R-1205,1205,23
MLL-3V8V-1205,1205,99
MLL-3W7K-1205,1205,1
MLL-3Y5Y-1205,1205,13
MLL-3Y8P-1205,1205,5
MLL-4B5B-1205,1205,99
MLL-4F6R-1205,1205,13
MLL-4G6W-1205,1205,99
MLL-4G6Y-1205,1205,11
MLL-4G7O-1205,1205,99
MLL-4G7R-1205,1205,23
MLL-4G7Y-1205,1205,23
MLL-4K7V-1205,1205,9
MLL-4O7O-1205,1205,23
MLL-4O7V-1205,1205,13
MLL-4O8K-1205,1205,26
MLL-4O8R-1205,1205,8
MLL-4P8Y-1205,1205,99
MLL-4R7K-1205,1205,23
MLL-4R7Y-1205,1205,9
MLL-4R8O-1205,1205,12
MLL-4V6O-1205,1205,22
MLL-4V7K-1205,1205,1
MLL-4Y8P-1205,1205,99
MLL-5K7Y-1205,1205,23
MLL-5Y8K-1205,1205,23
MLL-5Y8V-1205,1205,99
MLL-6P7F-1205,1205,19
MLL-7W8R-1205,1205,25
MLL-1B6G-1206,1206,17
MLL-1F5K-1206,1206,17
MLL-1G5Y-1206,1206,99
MLL-1G6K-1206,1206,27
MLL-1G7O-1206,1206,15
MLL-1G8Y-1206,1206,21
MLL-1K5R-1206,1206,99
MLL-1O6W-1206,1206,26
MLL-1O7W-1206,1206,29
MLL-1P2O-1206,1206,23
MLL-1P5B-1206,1206,13
MLL-1P5O-1206,1206,5
MLL-1P6R-1206,1206,13
MLL-1R7K-1206,1206,13
MLL-1W2B-1206,1206,17
MLL-1Y5R-1206,1206,99
MLL-2F3R-1206,1206,28
MLL-2F7Y-1206,1206,3
MLL-2F8Y-1206,1206,99
MLL-2G6O-1206,1206,11
MLL-2G8G-1206,1206,11
MLL-2K7P-1206,1206,2
MLL-2O5G-1206,1206,1
MLL-2O5W-1206,1206,19
MLL-2O6G-1206,1206,14
MLL-2V6R-1206,1206,99
MLL-2V7Y-1206,1206,1
MLL-2W5W-1206,1206,27
MLL-2W6G-1206,1206,1
MLL-2W6R-1206,1206,4
MLL-2Y5P-1206,1206,6
MLL-2Y7G-1206,1206,6
MLL-2Y8Y-1206,1206,99
MLL-3B5P-1206,1206,1
MLL-3B5W-1206,1206,2
MLL-3B6P-1206,1206,3
MLL-3F4W-1206,1206,22
MLL-3F6Y-1206,1206,17
MLL-3F7F-1206,1206,99
MLL-3G8Y-1206,1206,14
MLL-3K5B-1206,1206,26
MLL-3O5B-1206,1206,29
MLL-3O5K-1206,1206,18
MLL-3O5P-1206,1206,12
MLL-3O8W-1206,1206,1
MLL-3P6Y-1206,1206,19
MLL-3R5V-1206,1206,99
MLL-3V6R-1206,1206,17
MLL-3W7R-1206,1206,11
MLL-3W8O-1206,1206,99
MLL-3Y5B-1206,1206,26
MLL-4B7K-1206,1206,23
MLL-4B8W-1206,1206,5
MLL-4F7Y-1206,1206,6
MLL-4G5O-1206,1206,1
MLL-4G7G-1206,1206,1
MLL-4K6G-1206,1206,11
MLL-4K8P-1206,1206,24
MLL-4P7O-1206,1206,19
MLL-4P7P-1206,1206,7
MLL-4P7R-1206,1206,1
MLL-4W5W-1206,1206,8
MLL-4W8V-1206,1206,6
MLL-5B8F-1206,1206,8
MLL-5F6W-1206,1206,1
MLL-5F8Y-1206,1206,1
MLL-5K8W-1206,1206,13
MLL-5W6R-1206,1206,26
MLL-5W6W-1206,1206,26
MLL-6B8P-1206,1206,99
MLL-6F7G-1206,1206,23
MLL-6F7P-1206,1206,7
MLL-6F7V-1206,1206,23
MLL-6G7K-1206,1206,18
MLL-6P8P-1206,1206,26
MLL-6R8G-1206,1206,21
MLL-6V7F-1206,1206,17
MLL-6W7F-1206,1206,3
MLL-1B5K-1207,1207,13
MLL-1B6W-1207,1207,5
MLL-1B8G-1207,1207,99
MLL-1F3K-1207,1207,2
MLL-1F5P-1207,1207,99
MLL-1K4F-1207,1207,17
MLL-1K5Y-1207,1207,26
MLL-1P6V-1207,1207,12
MLL-1P7G-1207,1207,23
MLL-1P7O-1207,1207,2
MLL-1P7V-1207,1207,99
MLL-1P8O-1207,1207,19
MLL-1R5K-1207,1207,99
MLL-1R5P-1207,1207,13
MLL-1V6G-1207,1207,20
MLL-1V8G-1207,1207,5
MLL-1V8W-1207,1207,25
MLL-1Y6G-1207,1207,13
MLL-1Y8F-1207,1207,7
MLL-1Y8V-1207,1207,3
MLL-2B5R-1207,1207,8
MLL-2F3P-1207,1207,7
MLL-2F5G-1207,1207,17
MLL-2F6Y-1207,1207,17
MLL-2G5F-1207,1207,99
MLL-2G8R-1207,1207,99
MLL-2K6F-1207,1207,14
MLL-2K6O-1207,1207,28
MLL-2N5F-1207,1207,99
MLL-2O6W-1207,1207,8
MLL-2O7G-1207,1207,21
MLL-2O7O-1207,1207,19
MLL-2O8B-1207,1207,24
MLL-2P7F-1207,1207,21
MLL-2P7G-1207,1207,5
MLL-2R6O-1207,1207,7
MLL-2R6P-1207,1207,99
MLL-2V7R-1207,1207,99
MLL-2W6O-1207,1207,24
MLL-2Y5B-1207,1207,5
MLL-2Y7K-1207,1207,99
MLL-2Y8B-1207,1207,13
MLL-3B8W-1207,1207,99
MLL-3F6R-1207,1207,13
MLL-3G8G-1207,1207,23
MLL-3G8K-1207,1207,2
MLL-3G8O-1207,1207,13
MLL-3G8R-1207,1207,2
MLL-3K5P-1207,1207,18
MLL-3K6Y-1207,1207,23
MLL-3R8F-1207,1207,1
MLL-3V8F-1207,1207,7
MLL-3V8G-1207,1207,24
MLL-3W6O-1207,1207,3
MLL-3W8P-1207,1207,12
MLL-3W8R-1207,1207,99
MLL-3W8V-1207,1207,23
MLL-3Y8G-1207,1207,99
MLL-4G5Y-1207,1207,99
MLL-4K5B-1207,1207,26
MLL-4N7F-1207,1207,99
MLL-4O6B-1207,1207,8
MLL-4O7F-1207,1207,99
MLL-4P7W-1207,1207,3
MLL-4P8F-1207,1207,13
MLL-5B7F-1207,1207,5
MLL-5Y6G-1207,1207,99
MLL-5Y6K-1207,1207,8
MLL-5Y6O-1207,1207,19
MLL-6O7G-1207,1207,28
MLL-6O7O-1207,1207,9
MLL-6R8P-1207,1207,99
MLL-7P8F-1207,1207,99
MLL-1B5B-1208,1208,17
MLL-1B5G-1208,1208,99
MLL-1B6K-1208,1208,2
MLL-1B8B-1208,1208,1
MLL-1B8V-1208,1208,2
MLL-1G2P-1208,1208,99
MLL-1G2R-1208,1208,24
MLL-1G2Y-1208,1208,24
MLL-1G5V-1208,1208,22
MLL-1G6O-1208,1208,3
MLL-1G6P-1208,1208,3
MLL-1G7K-1208,1208,99
MLL-1G8G-1208,1208,17
MLL-1K2F-1208,1208,5
MLL-1O2B-1208,1208,14
MLL-1O2G-1208,1208,5
MLL-1O2Y-1208,1208,12
MLL-1O7P-1208,1208,13
MLL-1O8O-1208,1208,5
MLL-1P2V-1208,1208,24
MLL-1P6O-1208,1208,22
MLL-1P6P-1208,1208,99
MLL-1P7Y-1208,1208,11
MLL-1R2P-1208,1208,99
MLL-1R2V-1208,1208,12
MLL-1R2Y-1208,1208,29
MLL-1R8W-1208,1208,13
MLL-1V5B-1208,1208,14
MLL-1V7B-1208,1208,99
MLL-1W2R-1208,1208,24
MLL-1W8P-1208,1208,99
MLL-1Y2P-1208,1208,2
MLL-1Y6Y-1208,1208,99
MLL-1Y8O-1208,1208,99
MLL-2K6Y-1208,1208,3
MLL-2K8Y-1208,1208,5
MLL-2O5F-1208,1208,7
MLL-2R4W-1208,1208,7
MLL-2R6B-1208,1208,8
MLL-2V6W-1208,1208,99
MLL-2V7B-1208,1208,7
MLL-2W3O-1208,1208,99
MLL-2Y5O-1208,1208,3
MLL-2Y6F-1208,1208,8
MLL-2Y6Y-1208,1208,3
MLL-2Y7B-1208,1208,3
MLL-2Y8K-1208,1208,12
MLL-2Y8R-1208,1208,23
MLL-3B5F-1208,1208,27
MLL-3B5G-1208,1208,7
MLL-3B6W-1208,1208,99
MLL-3F4F-1208,1208,22
MLL-3F8F-1208,1208,99
MLL-3F8O-1208,1208,15
MLL-3G5B-1208,1208,5
MLL-3K8G-1208,1208,28
MLL-3K8V-1208,1208,20
MLL-3N8F-1208,1208,2
MLL-3R6O-1208,1208,99
MLL-3W7G-1208,1208,3
MLL-3Y6P-1208,1208,2
MLL-4B6K-1208,1208,7
MLL-4G5K-1208,1208,24
MLL-4O5G-1208,1208,27
MLL-4O5K-1208,1208,3
MLL-4O6R-1208,1208,19
MLL-4P6V-1208,1208,99
MLL-4P7B-1208,1208,7
MLL-4R7B-1208,1208,9
MLL-5F8O-1208,1208,26
MLL-5K7F-1208,1208,23
MLL-5R7Y-1208,1208,99
MLL-5W8R-1208,1208,11
MLL-6B7O-1208,1208,19
MLL-6W7R-1208,1208,7
MLL-1B5O-1209,1209,99
MLL-1F6N-1209,1209,5
MLL-1F6R-1209,1209,11
MLL-1F7Y-1209,1209,15
MLL-1K8V-1209,1209,25
MLL-1O2F-1209,1209,12
MLL-1O6G-1209,1209,99
MLL-1P6K-1209,1209,28
MLL-1R7Y-1209,1209,5
MLL-1R8B-1209,1209,99
MLL-1Y5B-1209,1209,5
MLL-1Y6K-1209,1209,12
MLL-2F6O-1209,1209,13
MLL-2G8B-1209,1209,1
MLL-2G8W-1209,1209,27
MLL-2N8F-1209,1209,15
MLL-2O7R-1209,1209,11
MLL-2V7P-1209,1209,3
MLL-2V8B-1209,1209,14
MLL-2Y5K-1209,1209,1
MLL-3G6W-1209,1209,19
MLL-3K5Y-1209,1209,99
MLL-3K6P-1209,1209,99
MLL-3K7G-1209,1209,9
MLL-3O8V-1209,1209,19
MLL-3R6W-1209,1209,24
MLL-3W5K-1209,1209,99
MLL-3W5V-1209,1209,20
MLL-4B5Y-1209,1209,99
MLL-4G5F-1209,1209,25
MLL-4G6F-1209,1209,9
MLL-4K5P-1209,1209,27
MLL-4K6V-1209,1209,15
MLL-4K7G-1209,1209,7
MLL-4O6F-1209,1209,14
MLL-4P7F-1209,1209,12
MLL-4V5Y-1209,1209,9
MLL-4V6R8Y-1209,1209,99
MLL-4W5R-1209,1209,99
MLL-4W5V-1209,1209,12
MLL-5F8B-1209,1209,5
MLL-5F8F-1209,1209,28
MLL-5W8F-1209,1209,5
MLL-5Y8O-1209,1209,11
MLL-6B7V-1209,1209,2
MLL-6B8V-1209,1209,5
MLL-6G7B-1209,1209,7
MLL-6G7Y-1209,1209,2
MLL-6R7V-1209,1209,26
MLL-1F8W-1210,1210,24
MLL-1N2F-1210,1210,1
MLL-1O2R-1210,1210,99
MLL-1O2V-1210,1210,27
MLL-1P5R-1210,1210,99
MLL-1P8Y-1210,1210,11
MLL-1Y4F-1210,1210,99
MLL-1Y5O-1210,1210,17
MLL-1Y7Y-1210,1210,24
MLL-2B7K-1210,1210,25
MLL-2F4Y-1210,1210,17
MLL-2F6K-1210,1210,5
MLL-2F7G-1210,1210,12
MLL-2F7N-1210,1210,25
MLL-2K6P-1210,1210,27
MLL-2O7B-1210,1210,99
MLL-2P5V-1210,1210,99
MLL-2P6F-1210,1210,24
MLL-2V5P-1210,1210,6
MLL-2V6F-1210,1210,23
MLL-2W8K-1210,1210,99
MLL-3F4K-1210,1210,8
MLL-3F5F-1210,1210,2
MLL-3F5G-1210,1210,11
MLL-3F5N-1210,1210,5
MLL-3F5O-1210,1210,5
MLL-3F5W-1210,1210,2
MLL-3F6G-1210,1210,1
MLL-3F6N-1210,1210,21
MLL-3F6O-1210,1210,20
MLL-3F6P-1210,1210,5
MLL-3G4F-1210,1210,3
MLL-3G5P-1210,1210,15
MLL-3G5V-1210,1210,1
MLL-3G7F-1210,1210,3
MLL-3G7O-1210,1210,99
MLL-3K6B-1210,1210,99
MLL-3K8P-1210,1210,14
MLL-3P5F-1210,1210,12
MLL-3R5F-1210,1210,17
MLL-3R6K-1210,1210,14
MLL-3V4F-1210,1210,1
MLL-3V6V-1210,1210,21
MLL-4F5O-1210,1210,3
MLL-4F8W-1210,1210,21
MLL-4K8R-1210,1210,99
MLL-4O6K-1210,1210,15
MLL-4O6W-1210,1210,24
MLL-4O7W-1210,1210,18
MLL-4O7Y-1210,1210,2
MLL-4O8G-1210,1210,1
MLL-4R6K-1210,1210,28
MLL-4V6R-1210,1210,24
MLL-4V8Y-1210,1210,99
MLL-4W7F-1210,1210,13
MLL-5B6Y-1210,1210,5
MLL-5B8W-1210,1210,17
MLL-5G8K-1210,1210,14
MLL-5O8W-1210,1210,99
MLL-5Y8F-1210,1210,99
MLL-5Y8P-1210,1210,5
MLL-6B8K-1210,1210,1
MLL-6F7N-1210,1210,99
MLL-6F8G-1210,1210,18
MLL-6O8O-1210,1210,21
MLL-6P7V-1210,1210,1
MLL-6P8R-1210,1210,29
MLL-6R7F-1210,1210,99
MLL-6R8V-1210,1210,99
MLL-1B3W-1211,1211,19
MLL-1B7W-1211,1211,23
MLL-1K6G-1211,1211,27
MLL-1K6O-1211,1211,1
MLL-1K6V-1211,1211,27
MLL-1K8P-1211,1211,17
MLL-1K8Y-1211,1211,26
MLL-1O5G-1211,1211,5
MLL-1O5P-1211,1211,27
MLL-1O5R-1211,1211,99
MLL-1O5V-1211,1211,99
MLL-1O5Y-1211,1211,25
MLL-1O6O-1211,1211,12
MLL-1O6Y-1211,1211,99
MLL-1O7R-1211,1211,99
MLL-1O8G-1211,1211,13
MLL-1O8V-1211,1211,13
MLL-1O8Y-1211,1211,99
MLL-1P5G-1211,1211,11
MLL-1P5K-1211,1211,22
MLL-1P5P-1211,1211,23
MLL-1P5V-1211,1211,99
MLL-1R6B-1211,1211,99
MLL-1R8G-1211,1211,28
MLL-1R8R-1211,1211,99
MLL-1V5G-1211,1211,3
MLL-1V5K-1211,1211,99
MLL-1V6Y-1211,1211,99
MLL-1V7R-1211,1211,13
MLL-1V8Y-1211,1211,5
MLL-1W2G-1211,1211,2
MLL-1Y5P-1211,1211,25
MLL-1Y5Y-1211,1211,27
MLL-1Y6P-1211,1211,2
MLL-1Y6R-1211,1211,23
MLL-1Y6V-1211,1211,3
MLL-2G5G-1211,1211,12
MLL-2G5O-1211,1211,25
MLL-2G8O-1211,1211,23
MLL-2K6K-1211,1211,1
MLL-2P5K-1211,1211,12
MLL-2P8V-1211,1211,99
MLL-2R5R-1211,1211,5
MLL-2R6K-1211,1211,7
MLL-2R7V-1211,1211,12
MLL-2V8K-1211,1211,9
MLL-2W4P-1211,1211,23
MLL-3B7W-1211,1211,17
MLL-3K8R-1211,1211,14
MLL-3O5F-1211,1211,17
MLL-3Y6K-1211,1211,18
MLL-3Y7K-1211,1211,99
MLL-4G6G-1211,1211,27
MLL-4G6O-1211,1211,1
MLL-4N6F-1211,1211,23
MLL-4V5B-1211,1211,2
MLL-4V5G-1211,1211,99
MLL-4V5P-1211,1211,2
MLL-4V5V-1211,1211,3
MLL-4V6B-1211,1211,13
MLL-4V6G-1211,1211,17
MLL-4V6Y-1211,1211,23
MLL-4V7G-1211,1211,1
MLL-5G6P-1211,1211,14
MLL-5G8P-1211,1211,23
MLL-5R6F-1211,1211,19
MLL-5Y7O-1211,1211,13
MLL-5Y7P-1211,1211,13
MLL-5Y8B-1211,1211,25
MLL-6G8K-1211,1211,5
MLL-6K7G-1211,1211,7
MLL-6K7O-1211,1211,11
MLL-6K8P-1211,1211,5
MLL-6R7Y-1211,1211,99
MLL-6R8K-1211,1211,99
MLL-1F2B-1212,1212,2
MLL-1F2W-1212,1212,99
MLL-1F3W-1212,1212,13
MLL-1P7F-1212,1212,99
MLL-1W3F-1212,1212,11
MLL-1W4B-1212,1212,27
MLL-1W5R-1212,1212,99
MLL-1W7B-1212,1212,99
MLL-1Y3F-1212,1212,99
MLL-1Y6F-1212,1212,8
MLL-2B4F-1212,1212,99
MLL-2B8F-1212,1212,99
MLL-2F4G-1212,1212,18
MLL-2F5K-1212,1212,13
MLL-2F7K-1212,1212,99
MLL-2G6K-1212,1212,23
